kd_kab,total,SUBMITTED BY Pencacah,OPEN,prov_id,name,time_stamp,type,COMPLETED BY Pengawas,REJECTED BY Pengawas,COMPLETED BY PML,APPROVED BY Admin Kabupaten,assigned,have-not-assigned
9471,210,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,210.0,0.0
9403,180,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,180.0,0.0
9409,180,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,180.0,0.0
9408,177,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,177.0,0.0
9419,150,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,150.0,0.0
9420,150,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,150.0,0.0
9426,150,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,150.0,0.0
9427,150,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,150.0,0.0
9428,147,,,94,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,147.0,0.0
9501,360,,,95,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,360.0,0.0
9503,330,,,95,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,330.0,0.0
9504,330,,,95,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,330.0,0.0
9502,300,,,95,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,300.0,0.0
9601,210,,,96,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,210.0,0.0
9604,210,,,96,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,210.0,0.0
9605,210,,,96,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,210.0,0.0
9608,210,,,96,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,210.0,0.0
9603,180,,,96,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,180.0,0.0
9606,180,,,96,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,180.0,0.0
9602,178,,,96,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,178.0,0.0
9607,177,,,96,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,177.0,0.0
9702,210,,,97,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,210.0,0.0
9703,210,,,97,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,210.0,0.0
9704,210,,,97,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,210.0,0.0
9707,206,,,97,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,206.0,0.0
9701,180,,,97,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,180.0,0.0
9705,180,,,97,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,180.0,0.0
9706,180,,,97,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,180.0,0.0
9708,180,,,97,[VSNLIK26-K] – Survei Nasional Literasi Dan Inklusi Keuangan 2026,2026-03-17 12:56:07,user_assignment,,,,,180.0,0.0
