prov_id,name,time_stamp,type,kd_kab,total,COMPLETED BY Admin Kabupaten,APPROVED BY Pengawas,EDITED BY Admin Kabupaten,OPEN,REVOKED BY Admin Kabupaten,REJECTED BY Pengawas,APPROVED BY ADMIN KABUPATEN,APPROVED BY ADMIN PROVINSI,APPROVED BY PENGAWAS,COMPLETED BY ADMIN PROVINSI,APPROVED BY Admin Kabupaten,DRAFT,SUBMITTED RESPONDENT,SUBMITTED BY Pencacah,EDITED BY Admin Pusat,assigned,have-not-assigned
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9408,74.0,,,,,,,,,,,,,,,,74.0,0.0
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9403,59.0,,,,,,,,,,,,,,,,59.0,0.0
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9420,19.0,,,,,,,,,,,,,,,,19.0,0.0
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9428,15.0,,,,,,,,,,,,,,,,15.0,0.0
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9426,13.0,,,,,,,,,,,,,,,,13.0,0.0
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9471,11.0,,,,,,,,,,,,,,,,11.0,0.0
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9419,10.0,,,,,,,,,,,,,,,,10.0,0.0
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9409,6.0,,,,,,,,,,,,,,,,0.0,6.0
96,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9604,8.0,,,,,,,,,,,,,,,,8.0,0.0
96,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-27 10:20:52,user_assignment,9601,5.0,,,,,,,,,,,,,,,,5.0,0.0
94,SURVEI TRIWULANAN PERUSAHAAN PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI 2025,2026-02-27 10:20:52,user_assignment,9420,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI TRIWULANAN PERUSAHAAN PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI 2025,2026-02-27 10:20:52,user_assignment,9471,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN AIR BERSIH TAHUN 2025 ,2026-02-27 10:20:52,user_assignment,9408,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN AIR BERSIH TAHUN 2025 ,2026-02-27 10:20:52,user_assignment,9409,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN AIR BERSIH TAHUN 2025 ,2026-02-27 10:20:52,user_assignment,9471,1.0,,,,,,,,,,,,,,,,1.0,0.0
97,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9702,4.0,,,,,,,,,,,,,,,,4.0,0.0
95,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9501,5.0,,,,,,,,,,,,,,,,5.0,0.0
95,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9502,3.0,,,,,,,,,,,,,,,,3.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9471,6.0,,,,,,,,,,,,,,,,6.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9403,5.0,,,,,,,,,,,,,,,,5.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9409,4.0,,,,,,,,,,,,,,,,4.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9408,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9420,1.0,,,,,,,,,,,,,,,,1.0,0.0
96,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9601,6.0,,,,,,,,,,,,,,,,6.0,0.0
96,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-27 10:20:52,user_assignment,9604,3.0,,,,,,,,,,,,,,,,3.0,0.0
96,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR KOMODITAS 2024 (SKIM),2026-02-27 10:20:52,user_assignment,9601,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR KOMODITAS 2024 (SKIM),2026-02-27 10:20:52,user_assignment,9471,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI CAPTIVE POWER 2025 (CAWI),2026-02-27 10:20:52,user_assignment,9420,2.0,,,,,,,,,,,,,,,,2.0,0.0
94,SURVEI CAPTIVE POWER 2025 (CAWI),2026-02-27 10:20:52,user_assignment,9426,2.0,,,,,,,,,,,,,,,,2.0,0.0
94,SURVEI CAPTIVE POWER 2025 (CAWI),2026-02-27 10:20:52,user_assignment,9409,1.0,,,,,,,,,,,,,,,,0.0,1.0
94,SURVEI CAPTIVE POWER 2025 (CAWI),2026-02-27 10:20:52,user_assignment,9471,1.0,,,,,,,,,,,,,,,,0.0,1.0
97,Pencacahan SKTH 2024,2026-02-27 10:20:52,user_assignment,9702,74.0,,,,,,,,,,,,,,,,74.0,0.0
97,Pencacahan SKTH 2024,2026-02-27 10:20:52,user_assignment,9707,30.0,,,,,,,,,,,,,,,,21.0,9.0
97,Pencacahan SKTH 2024,2026-02-27 10:20:52,user_assignment,9704,29.0,,,,,,,,,,,,,,,,29.0,0.0
97,Pencacahan SKTH 2024,2026-02-27 10:20:52,user_assignment,9708,25.0,,,,,,,,,,,,,,,,25.0,0.0
97,Pencacahan SKTH 2024,2026-02-27 10:20:52,user_assignment,9706,8.0,,,,,,,,,,,,,,,,8.0,0.0
97,Pencacahan SKTH 2024,2026-02-27 10:20:52,user_assignment,9701,7.0,,,,,,,,,,,,,,,,7.0,0.0
97,Pencacahan SKTH 2024,2026-02-27 10:20:52,user_assignment,9705,4.0,,,,,,,,,,,,,,,,4.0,0.0
97,Pencacahan SKTH 2024,2026-02-27 10:20:52,user_assignment,9703,3.0,,,,,,,,,,,,,,,,3.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9471,118.0,,,,,,,,,,,,,,,,118.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9403,47.0,,,,,,,,,,,,,,,,47.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9419,24.0,,,,,,,,,,,,,,,,24.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9426,24.0,,,,,,,,,,,,,,,,24.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9408,20.0,,,,,,,,,,,,,,,,20.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9409,20.0,,,,,,,,,,,,,,,,20.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9420,18.0,,,,,,,,,,,,,,,,18.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9428,9.0,,,,,,,,,,,,,,,,9.0,0.0
94,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9427,5.0,,,,,,,,,,,,,,,,5.0,0.0
96,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9601,244.0,,,,,,,,,,,,,,,,100.0,144.0
96,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9608,20.0,,,,,,,,,,,,,,,,20.0,0.0
96,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9605,13.0,,,,,,,,,,,,,,,,13.0,0.0
96,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9604,12.0,,,,,,,,,,,,,,,,12.0,0.0
96,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9603,7.0,,,,,,,,,,,,,,,,7.0,0.0
96,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9606,6.0,,,,,,,,,,,,,,,,6.0,0.0
96,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9607,6.0,,,,,,,,,,,,,,,,6.0,0.0
96,Pencacahan SKTH 2024,2026-02-27 10:20:53,user_assignment,9602,3.0,,,,,,,,,,,,,,,,3.0,0.0
94,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-27 10:20:53,user_assignment,9408,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-27 10:20:53,user_assignment,9409,1.0,,,,,,,,,,,,,,,,1.0,0.0
94,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-27 10:20:53,user_assignment,9471,1.0,,,,,,,,,,,,,,,,1.0,0.0
95,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-27 10:20:53,user_assignment,9501,1.0,,,,,,,,,,,,,,,,1.0,0.0
96,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-27 10:20:53,user_assignment,9604,1.0,,,,,,,,,,,,,,,,1.0,0.0
97,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-02-27 10:20:53,user_assignment,9702,4.0,,,,,,,,,,,,,,,,4.0,0.0
95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-02-27 10:20:53,user_assignment,9501,18.0,,,,,,,,,,,,,,,,18.0,0.0
95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-02-27 10:20:53,user_assignment,9502,3.0,,,,,,,,,,,,,,,,3.0,0.0
97,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9702,29.0,,,,,,,,,,,,,,,,29.0,0.0
97,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9704,8.0,,,,,,,,,,,,,,,,8.0,0.0
97,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9708,7.0,,,,,,,,,,,,,,,,7.0,0.0
97,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9701,2.0,,,,,,,,,,,,,,,,2.0,0.0
97,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9705,2.0,,,,,,,,,,,,,,,,2.0,0.0
97,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9706,2.0,,,,,,,,,,,,,,,,2.0,0.0
97,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9707,1.0,,,,,,,,,,,,,,,,0.0,1.0
94,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9471,49.0,,,,,,,,,,,,,,,,49.0,0.0
94,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9403,17.0,,,,,,,,,,,,,,,,16.0,1.0
94,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9409,11.0,,,,,,,,,,,,,,,,10.0,1.0
94,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9426,9.0,,,,,,,,,,,,,,,,9.0,0.0
94,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9420,8.0,,,,,,,,,,,,,,,,8.0,0.0
94,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9408,7.0,,,,,,,,,,,,,,,,7.0,0.0
94,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9419,1.0,,,,,,,,,,,,,,,,1.0,0.0
95,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9501,47.0,,,,,,,,,,,,,,,,41.0,6.0
95,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9502,6.0,,,,,,,,,,,,,,,,6.0,0.0
95,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9503,1.0,,,,,,,,,,,,,,,,1.0,0.0
95,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9504,1.0,,,,,,,,,,,,,,,,1.0,0.0
96,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9601,40.0,,,,,,,,,,,,,,,,40.0,0.0
96,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9608,5.0,,,,,,,,,,,,,,,,5.0,0.0
96,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9604,4.0,,,,,,,,,,,,,,,,4.0,0.0
96,PENCACAHAN SKTR 2025,2026-02-27 10:20:53,user_assignment,9607,3.0,,,,,,,,,,,,,,,,3.0,0.0
97,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9702,341.0,,,,,,,,,,,,,,,,0.0,341.0
97,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9704,146.0,,,,,,,,,,,,,,,,0.0,146.0
97,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9708,117.0,,,,,,,,,,,,,,,,38.0,79.0
97,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9707,81.0,,,,,,,,,,,,,,,,0.0,81.0
97,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9706,28.0,,,,,,,,,,,,,,,,0.0,28.0
97,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9701,23.0,,,,,,,,,,,,,,,,0.0,23.0
97,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9705,6.0,,,,,,,,,,,,,,,,0.0,6.0
97,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9703,3.0,,,,,,,,,,,,,,,,3.0,0.0
95,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9501,505.0,,,,,,,,,,,,,,,,52.0,453.0
95,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9502,297.0,,,,,,,,,,,,,,,,53.0,244.0
95,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9503,252.0,,,,,,,,,,,,,,,,0.0,252.0
95,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9504,179.0,,,,,,,,,,,,,,,,179.0,0.0
96,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9601,1035.0,,,,,,,,,,,,,,,,100.0,935.0
96,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9608,102.0,,,,,,,,,,,,,,,,0.0,102.0
96,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9607,45.0,,,,,,,,,,,,,,,,0.0,45.0
96,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9605,44.0,,,,,,,,,,,,,,,,0.0,44.0
96,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9604,22.0,,,,,,,,,,,,,,,,22.0,0.0
96,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9606,13.0,,,,,,,,,,,,,,,,0.0,13.0
96,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9602,6.0,,,,,,,,,,,,,,,,6.0,0.0
96,PENCACAHAN UDP 2025,2026-02-27 10:20:53,user_assignment,9603,5.0,,,,,,,,,,,,,,,,0.0,5.0
97,SURVEI IBS BULANAN - PENDATAAN 2025,2026-02-27 10:20:53,user_assignment,9702,4.0,,,,,,,,,,,,,,,,4.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9408,58.0,,,,,,,,,,,,,,,,58.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9471,57.0,,,,,,,,,,,,,,,,57.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9401,52.0,,,,,,,,,,,,,,,,52.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9409,32.0,,,,,,,,,,,,,,,,32.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9403,21.0,,,,,,,,,,,,,,,,21.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9404,21.0,,,,,,,,,,,,,,,,21.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9412,19.0,,,,,,,,,,,,,,,,19.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9402,5.0,,,,,,,,,,,,,,,,5.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9411,5.0,,,,,,,,,,,,,,,,5.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9413,5.0,,,,,,,,,,,,,,,,5.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9419,5.0,,,,,,,,,,,,,,,,5.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9427,4.0,,,,,,,,,,,,,,,,4.0,0.0
94,VIMK24-S1,2026-02-27 10:20:53,user_assignment,9426,2.0,,,,,,,,,,,,,,,,2.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9471,95.0,,,,0.0,,,,,,,,,,,,96.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9419,50.0,,,,0.0,,,,,,,,,,,,50.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9408,41.0,,,,0.0,,,,,,,,,,,,41.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9409,28.0,,,,0.0,,,,,,,,,,,,33.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9420,33.0,,,,0.0,,,,,,,,,,,,33.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9427,29.0,,,,0.0,,,,,,,,,,,,29.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9403,16.0,,,,0.0,,,,,,,,,,,,16.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9426,10.0,,,,0.0,,,,,,,,,,,,10.0,0.0
94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9428,5.0,,,,0.0,,,,,,,,,,,,5.0,0.0
95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9501,203.0,,,,0.0,,,,,,,,,,,,202.0,0.0
95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9502,58.0,,,,0.0,,,,,,,,,,,,58.0,0.0
95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9504,40.0,,,,0.0,,,,,,,,,,,,43.0,0.0
95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9503,37.0,,,,0.0,,,,,,,,,,,,37.0,0.0
96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9601,124.0,,,,0.0,,,,,,,,,,,,125.0,1.0
96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9604,77.0,,,,0.0,,,,,,,,,,,,78.0,0.0
96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9603,27.0,,,,0.0,,,,,,,,,,,,27.0,0.0
96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9608,21.0,,,,0.0,,,,,,,,,,,,21.0,0.0
97,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9704,31.0,,,,0.0,,,,,,,,,,,,31.0,0.0
97,IMK Triwulanan 2025 - PENCACAHAN,2026-02-27 10:20:53,user_assignment,9702,15.0,,,,0.0,,,,,,,,,,,,15.0,0.0
97,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:53,user_assignment,9704,871.0,,,,,,,,,,,,,,,,871.0,0.0
97,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:53,user_assignment,9702,588.0,,,,,,,,,,,,,,,,588.0,0.0
95,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:53,user_assignment,9501,2937.0,,,,,,,,,,,,,,,,2937.0,0.0
95,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:53,user_assignment,9502,1955.0,,,,,,,,,,,,,,,,1955.0,0.0
95,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:53,user_assignment,9504,415.0,,,,,,,,,,,,,,,,415.0,0.0
95,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:53,user_assignment,9503,379.0,,,,,,,,,,,,,,,,379.0,0.0
96,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9604,2220.0,,,,,,,,,,,,,,,,2220.0,0.0
96,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9601,1667.0,,,,,,,,,,,,,,,,1667.0,0.0
96,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9608,610.0,,,,,,,,,,,,,,,,610.0,0.0
96,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9603,220.0,,,,,,,,,,,,,,,,220.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9471,2441.0,,,,,,,,,,,,,,,,2441.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9420,916.0,,,,,,,,,,,,,,,,916.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9419,796.0,,,,,,,,,,,,,,,,796.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9427,766.0,,,,,,,,,,,,,,,,766.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9403,450.0,,,,,,,,,,,,,,,,450.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9408,331.0,,,,,,,,,,,,,,,,331.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9409,195.0,,,,,,,,,,,,,,,,195.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9428,87.0,,,,,,,,,,,,,,,,87.0,0.0
94,IMK Triwulanan 2025 - LISTING,2026-02-27 10:20:54,user_assignment,9426,54.0,,,,,,,,,,,,,,,,54.0,0.0
97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9702,378.0,,,,,,,,,,,,,,,,51.0,327.0
97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9704,148.0,,,,,,,,,,,,,,,,135.0,13.0
97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9708,121.0,,,,,,,,,,,,,,,,14.0,107.0
97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9707,94.0,,,,,,,,,,,,,,,,92.0,2.0
97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9706,28.0,,,,,,,,,,,,,,,,0.0,28.0
97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9701,23.0,,,,,,,,,,,,,,,,1.0,22.0
97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9705,6.0,,,,,,,,,,,,,,,,0.0,6.0
97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9703,5.0,,,,,,,,,,,,,,,,5.0,0.0
95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9501,565.0,,,,,,,,,,,,,,,,58.0,507.0
95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9502,318.0,,,,,,,,,,,,,,,,246.0,72.0
95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9503,298.0,,,,,,,,,,,,,,,,298.0,0.0
95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-27 10:20:54,user_assignment,9504,195.0,,,,,,,,,,,,,,,,9.0,186.0
