kd_kab,total,COMPLETED BY Admin Kabupaten,OPEN,prov_id,name,time_stamp,type,EDITED BY Admin Kabupaten,REVOKED BY Admin Kabupaten,APPROVED BY Pengawas,REJECTED BY Pengawas,SUBMITTED BY Pencacah,EDITED BY Admin Pusat,assigned,have-not-assigned
9426,9.0,,,94,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:36,user_assignment,,,,,,,0.0,9.0
9419,8.0,,,94,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:36,user_assignment,,,,,,,0.0,8.0
9428,4.0,,,94,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:36,user_assignment,,,,,,,0.0,4.0
9501,35.0,,,95,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,35.0
9502,28.0,,,95,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,28.0
9503,24.0,,,95,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,24.0
9504,18.0,,,95,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,18.0
9604,56.0,,,96,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,56.0
9601,44.0,,,96,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,44.0
9603,29.0,,,96,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,29.0
9605,15.0,,,96,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,9.0,6.0
9608,14.0,,,96,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,14.0
9602,4.0,,,96,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,4.0
9606,4.0,,,96,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,3.0,1.0
9702,41.0,,,97,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,41.0
9704,8.0,,,97,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,8.0
9703,6.0,,,97,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,6.0
9707,4.0,,,97,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,4.0,0.0
9708,4.0,,,97,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,4.0
9706,2.0,,,97,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,2.0
9701,1.0,,,97,IMK Triwulanan 2026 - LISTING,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,1.0
9471,44.0,,,94,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,44.0,0.0
9403,6.0,,,94,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,6.0,0.0
9409,5.0,,,94,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,5.0,0.0
9408,3.0,,,94,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,3.0,0.0
9501,14.0,,,95,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,14.0,0.0
9503,6.0,,,95,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,6.0,0.0
9502,4.0,,,95,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,4.0,0.0
9601,40.0,,,96,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,40.0,0.0
9604,2.0,,,96,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,2.0,0.0
9608,1.0,,,96,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,1.0,0.0
9702,5.0,,,97,PENDATAAN IBS TRIWULANAN 2025,2026-03-10 11:42:37,user_assignment,,,,,,,5.0,0.0
9419,16.0,,,94,SURVEI CAPTIVE POWER 2025,2026-03-10 11:42:37,user_assignment,,,,,,,16.0,0.0
9408,7.0,,,94,SURVEI CAPTIVE POWER 2025,2026-03-10 11:42:37,user_assignment,,,,,,,7.0,0.0
9604,21.0,,,96,SURVEI CAPTIVE POWER 2025,2026-03-10 11:42:37,user_assignment,,,,,,,21.0,0.0
9602,1.0,,,96,SURVEI CAPTIVE POWER 2025,2026-03-10 11:42:37,user_assignment,,,,,,,0.0,1.0
9408,74.0,,,94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-10 11:42:38,user_assignment,,,,,,,74.0,0.0
9420,17.0,,,94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-10 11:42:38,user_assignment,,,,,,,17.0,0.0
9419,10.0,,,94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-10 11:42:38,user_assignment,,,,,,,10.0,0.0
9409,6.0,,,94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-10 11:42:38,user_assignment,,,,,,,0.0,6.0
9604,8.0,,,96,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-10 11:42:38,user_assignment,,,,,,,8.0,0.0
9408,1.0,,,94,SURVEI TAHUNAN PERUSAHAAN AIR BERSIH TAHUN 2025 ,2026-03-10 11:42:38,user_assignment,,,,,,,1.0,0.0
9704,29.0,,,97,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,29.0,0.0
9708,25.0,,,97,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,25.0,0.0
9707,17.0,,,97,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,8.0,9.0
9703,3.0,,,97,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,3.0,0.0
9419,4.0,,,94,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,4.0,0.0
9426,3.0,,,94,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,3.0,0.0
9403,1.0,,,94,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,1.0,0.0
9420,1.0,,,94,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,1.0,0.0
9601,166.0,,,96,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,23.0,143.0
9604,8.0,,,96,Pencacahan SKTH 2024,2026-03-10 11:42:38,user_assignment,,,,,,,8.0,0.0
9471,95.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,96.0,0.0
9419,50.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,50.0,0.0
9408,41.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,41.0,0.0
9409,28.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,33.0,0.0
9420,33.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,33.0,0.0
9427,29.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,29.0,0.0
9403,16.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,16.0,0.0
9426,10.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,10.0,0.0
9428,5.0,,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,5.0,0.0
9501,203.0,,0.0,95,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,202.0,0.0
9502,58.0,,0.0,95,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,58.0,0.0
9504,40.0,,0.0,95,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,43.0,0.0
9503,37.0,,0.0,95,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,37.0,0.0
9601,124.0,,0.0,96,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,125.0,1.0
9604,77.0,,0.0,96,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,78.0,0.0
9603,27.0,,0.0,96,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,27.0,0.0
9608,21.0,,0.0,96,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:38,user_assignment,,,,,,,21.0,0.0
9704,31.0,,0.0,97,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:39,user_assignment,,,,,,,31.0,0.0
9702,15.0,,0.0,97,IMK Triwulanan 2025 - PENCACAHAN,2026-03-10 11:42:39,user_assignment,,,,,,,15.0,0.0
9702,4.0,,,97,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-03-10 11:42:39,user_assignment,,,,,,,4.0,0.0
9501,18.0,,,95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-03-10 11:42:39,user_assignment,,,,,,,18.0,0.0
9502,3.0,,,95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-03-10 11:42:39,user_assignment,,,,,,,3.0,0.0
9704,8.0,,,97,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,8.0,0.0
9708,7.0,,,97,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,7.0,0.0
9707,1.0,,,97,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,0.0,1.0
9403,7.0,,,94,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,6.0,1.0
9420,4.0,,,94,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,4.0,0.0
9409,3.0,,,94,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,2.0,1.0
9419,1.0,,,94,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,1.0,0.0
9501,6.0,,,95,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,0.0,6.0
9502,6.0,,,95,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,6.0,0.0
9503,1.0,,,95,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,1.0,0.0
9601,32.0,,,96,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,32.0,0.0
9604,4.0,,,96,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,4.0,0.0
9607,3.0,,,96,PENCACAHAN SKTR 2025,2026-03-10 11:42:39,user_assignment,,,,,,,3.0,0.0
