prov_id,name,time_stamp,type,kd_kab,total,OPEN,COMPLETED BY Admin Kabupaten,SUBMITTED BY Pencacah,APPROVED BY Pengawas,REJECTED BY Pengawas,EDITED BY Admin Kabupaten,REVOKED BY Admin Kabupaten,EDITED BY Admin Pusat,assigned,have-not-assigned
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9403,58.0,27.0,,31.0,,,,,,,
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9471,42.0,42.0,,,,,,,,,
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9409,22.0,16.0,,2.0,4.0,,,,,,
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9427,21.0,21.0,,,,,,,,,
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9420,19.0,13.0,,6.0,,,,,,,
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9408,16.0,16.0,,,,,,,,,
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9426,9.0,9.0,,,,,,,,,
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9419,8.0,8.0,,,,,,,,,
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9428,4.0,4.0,,,,,,,,,
95,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9503,332.0,20.0,,310.0,,2.0,,,,,
95,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9501,35.0,35.0,,,,,,,,,
95,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9502,28.0,28.0,,,,,,,,,
95,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9504,18.0,18.0,,,,,,,,,
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9604,557.0,51.0,,506.0,,,,,,,
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9601,44.0,44.0,,,,,,,,,
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9603,29.0,28.0,,1.0,,,,,,,
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9605,15.0,15.0,,,,,,,,,
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9608,14.0,14.0,,,,,,,,,
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9602,4.0,4.0,,,,,,,,,
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9606,4.0,4.0,,,,,,,,,
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9707,370.0,2.0,,325.0,43.0,,,,,,
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9702,49.0,39.0,,10.0,,,,,,,
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9704,8.0,8.0,,,,,,,,,
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9703,6.0,6.0,,,,,,,,,
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9708,4.0,4.0,,,,,,,,,
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9706,2.0,2.0,,,,,,,,,
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:02,progress,9701,1.0,1.0,,,,,,,,,
95,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9501,585.0,127.0,458.0,,,,,,,,
95,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9502,72.0,,72.0,,,,,,,,
95,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9504,60.0,17.0,43.0,,,,,,,,
95,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9503,43.0,4.0,13.0,,,,26.0,,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9471,410.0,115.0,295.0,,,,,,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9409,353.0,151.0,192.0,,,,8.0,2.0,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9403,134.0,7.0,127.0,,,,,,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9420,107.0,13.0,38.0,,47.0,7.0,2.0,,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9408,50.0,,50.0,,,,,,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9419,42.0,,39.0,,3.0,,,,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9426,30.0,,30.0,,,,,,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9427,29.0,,29.0,,,,,,,,
94,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9428,6.0,,6.0,,,,,,,,
96,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9601,362.0,104.0,,,167.0,,91.0,,,,
96,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9604,276.0,17.0,258.0,,,,1.0,,,,
96,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9608,74.0,16.0,58.0,,,,,,,,
96,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:02,progress,9603,41.0,,41.0,,,,,,,,
97,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:03,progress,9704,27.0,,25.0,,,,2.0,,,,
97,IMK Tahunan 2025 - Pencacahan,2026-03-16 13:59:03,progress,9702,19.0,,19.0,,,,,,,,
97,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9704,941.0,,941.0,,,,,,,,
97,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9702,642.0,,642.0,,,,,,,,
95,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9501,9017.0,,9017.0,,,,,,,,
95,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9502,3747.0,,3747.0,,,,,,,,
95,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9504,380.0,,380.0,,,,,,,,
95,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9503,312.0,,209.0,,103.0,,,,,,
96,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9604,5920.0,,5920.0,,,,,,,,
96,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9601,3998.0,,1944.0,,2054.0,,,,,,
96,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9608,805.0,,805.0,,,,,,,,
96,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9603,352.0,,352.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9471,7004.0,,7004.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9420,2203.0,,2203.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9403,2171.0,,2171.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9409,1697.0,,1697.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9427,698.0,,698.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9419,575.0,,575.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9426,454.0,,454.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9408,374.0,,374.0,,,,,,,,
94,IMK Tahunan 2025 - Listing,2026-03-16 13:59:03,progress,9428,126.0,,126.0,,,,,,,,
94,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9471,44.0,,44.0,,,,,,,,
94,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9403,6.0,,6.0,,,,,,,,
94,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9409,5.0,,5.0,,,,,,,,
94,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9408,3.0,,3.0,,,,,,,,
95,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9501,14.0,,14.0,,,,,,,,
95,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9503,6.0,,6.0,,,,,,,,
95,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9502,4.0,2.0,,,,,2.0,,,,
96,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9601,40.0,,40.0,,,,,,,,
96,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9604,2.0,,2.0,,,,,,,,
96,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9608,1.0,,1.0,,,,,,,,
97,PENDATAAN IBS TRIWULANAN 2025,2026-03-16 13:59:03,progress,9702,5.0,,4.0,1.0,,,,,,,
94,SURVEI TAHUNAN PERUSAHAAN AIR BERSIH TAHUN 2025 ,2026-03-16 13:59:03,progress,9408,1.0,1.0,,,,,,,,,
94,SURVEI CAPTIVE POWER 2025,2026-03-16 13:59:04,progress,9419,16.0,16.0,,,,,,,,,
94,SURVEI CAPTIVE POWER 2025,2026-03-16 13:59:04,progress,9408,7.0,7.0,,,,,,,,,
96,SURVEI CAPTIVE POWER 2025,2026-03-16 13:59:04,progress,9604,21.0,21.0,,,,,,,,,
96,SURVEI CAPTIVE POWER 2025,2026-03-16 13:59:04,progress,9602,1.0,1.0,,,,,,,,,
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-16 13:59:04,progress,9408,74.0,74.0,,,,,,,,,
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-16 13:59:04,progress,9420,17.0,17.0,,,,,,,,,
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-16 13:59:04,progress,9419,10.0,10.0,,,,,,,,,
94,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-16 13:59:04,progress,9409,6.0,6.0,,,,,,,,,
96,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-03-16 13:59:04,progress,9604,8.0,8.0,,,,,,,,,
97,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9704,8.0,8.0,,,,,,,,,
97,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9708,7.0,7.0,,,,,,,,,
97,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9707,1.0,1.0,,,,,,,,,
94,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9403,7.0,4.0,,3.0,,,,,,,
94,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9420,4.0,4.0,,,,,,,,,
94,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9409,3.0,3.0,,,,,,,,,
94,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9419,1.0,,,1.0,,,,,,,
95,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9501,6.0,6.0,,,,,,,,,
95,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9502,6.0,,,6.0,,,,,,,
95,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9503,1.0,1.0,,,,,,,,,
96,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9601,32.0,,,32.0,,,,,,,
96,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9604,4.0,4.0,,,,,,,,,
96,PENCACAHAN SKTR 2025,2026-03-16 13:59:04,progress,9607,3.0,3.0,,,,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9471,95.0,0.0,96.0,,,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9419,50.0,0.0,50.0,,,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9408,41.0,0.0,,,41.0,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9409,28.0,0.0,33.0,,,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9420,33.0,0.0,33.0,,,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9427,29.0,0.0,,,29.0,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9403,16.0,0.0,16.0,,,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9426,10.0,0.0,10.0,,,,,,,,
94,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9428,5.0,0.0,5.0,,,,,,,,
95,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9501,203.0,0.0,202.0,,,,,,,,
95,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9502,58.0,0.0,,,58.0,,,,,,
95,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9504,40.0,0.0,43.0,,,,,,,,
95,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9503,37.0,0.0,37.0,,,,,,,,
96,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9601,124.0,0.0,125.0,,,,,,,,
96,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9604,77.0,0.0,78.0,,,,,,,,
96,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9603,27.0,0.0,27.0,,,,,,,,
96,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9608,21.0,0.0,21.0,,,,,,,,
97,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9704,31.0,0.0,31.0,,,,,,,,
97,IMK Triwulanan 2025 - PENCACAHAN,2026-03-16 13:59:04,progress,9702,15.0,0.0,,,15.0,,,,,,
97,Pencacahan SKTH 2024,2026-03-16 13:59:04,progress,9704,29.0,29.0,,,,,,,,,
97,Pencacahan SKTH 2024,2026-03-16 13:59:04,progress,9708,25.0,25.0,,,,,,,,,
97,Pencacahan SKTH 2024,2026-03-16 13:59:04,progress,9707,17.0,17.0,,,,,,,,,
97,Pencacahan SKTH 2024,2026-03-16 13:59:04,progress,9703,3.0,3.0,,,,,,,,,
94,Pencacahan SKTH 2024,2026-03-16 13:59:05,progress,9419,4.0,3.0,,1.0,,,,,,,
94,Pencacahan SKTH 2024,2026-03-16 13:59:05,progress,9426,3.0,3.0,,,,,,,,,
94,Pencacahan SKTH 2024,2026-03-16 13:59:05,progress,9403,1.0,1.0,,,,,,,,,
94,Pencacahan SKTH 2024,2026-03-16 13:59:05,progress,9420,1.0,1.0,,,,,,,,,
96,Pencacahan SKTH 2024,2026-03-16 13:59:05,progress,9601,166.0,161.0,,5.0,,,,,,,
96,Pencacahan SKTH 2024,2026-03-16 13:59:05,progress,9604,8.0,8.0,,,,,,,,,
97,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-03-16 13:59:05,progress,9702,4.0,,4.0,,,,,,,,
95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-03-16 13:59:05,progress,9501,18.0,,16.0,,,,,,2.0,,
95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-03-16 13:59:05,progress,9502,3.0,,3.0,,,,,,,,
94,SURVEI TAHUNAN PERUSAHAAN LISTRIK TAHUN 2025,2026-03-16 13:59:06,user_assignment,9471,1.0,,,,,,,,,1.0,0.0
97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9702,13.0,,,,,,,,,13.0,0.0
97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9704,8.0,,,,,,,,,8.0,0.0
97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9701,1.0,,,,,,,,,1.0,0.0
97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9705,1.0,,,,,,,,,1.0,0.0
97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9708,1.0,,,,,,,,,1.0,0.0
94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9471,27.0,,,,,,,,,27.0,0.0
94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9403,12.0,,,,,,,,,11.0,1.0
94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9426,7.0,,,,,,,,,7.0,0.0
94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9409,5.0,,,,,,,,,2.0,3.0
94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9408,4.0,,,,,,,,,4.0,0.0
94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9420,2.0,,,,,,,,,2.0,0.0
94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9419,1.0,,,,,,,,,1.0,0.0
96,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9601,48.0,,,,,,,,,24.0,24.0
96,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9604,2.0,,,,,,,,,2.0,0.0
95,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9501,32.0,,,,,,,,,21.0,11.0
95,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9502,6.0,,,,,,,,,6.0,0.0
95,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-03-16 13:59:06,user_assignment,9504,2.0,,,,,,,,,2.0,0.0
94,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:05,user_assignment,9471,8.0,,,,,,,,,0.0,8.0
94,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:05,user_assignment,9403,6.0,,,,,,,,,0.0,6.0
94,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:05,user_assignment,9409,5.0,,,,,,,,,0.0,5.0
94,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:05,user_assignment,9408,1.0,,,,,,,,,0.0,1.0
95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:06,user_assignment,9501,5.0,,,,,,,,,5.0,0.0
95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:06,user_assignment,9502,2.0,,,,,,,,,0.0,2.0
95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:06,user_assignment,9503,2.0,,,,,,,,,0.0,2.0
96,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:06,user_assignment,9601,12.0,,,,,,,,,0.0,12.0
96,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:06,user_assignment,9604,1.0,,,,,,,,,1.0,0.0
97,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL 2026,2026-03-16 13:59:06,user_assignment,9702,4.0,,,,,,,,,0.0,4.0
94,SURVEI TRIWULANAN PELAKU USAHA,2026-03-16 13:59:06,user_assignment,9408,1.0,,,,,,,,,1.0,0.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9403,58.0,,,,,,,,,58.0,0.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9471,42.0,,,,,,,,,0.0,42.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9409,22.0,,,,,,,,,22.0,0.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9427,21.0,,,,,,,,,21.0,0.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9420,19.0,,,,,,,,,19.0,0.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9408,16.0,,,,,,,,,0.0,16.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9426,9.0,,,,,,,,,0.0,9.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9419,8.0,,,,,,,,,8.0,0.0
94,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9428,4.0,,,,,,,,,0.0,4.0
95,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9503,332.0,,,,,,,,,332.0,0.0
95,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9501,35.0,,,,,,,,,25.0,10.0
95,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9502,28.0,,,,,,,,,0.0,28.0
95,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9504,18.0,,,,,,,,,0.0,18.0
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9604,557.0,,,,,,,,,557.0,0.0
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9601,44.0,,,,,,,,,0.0,44.0
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9603,29.0,,,,,,,,,24.0,5.0
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9605,15.0,,,,,,,,,9.0,6.0
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9608,14.0,,,,,,,,,14.0,0.0
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9602,4.0,,,,,,,,,4.0,0.0
96,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9606,4.0,,,,,,,,,3.0,1.0
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9707,370.0,,,,,,,,,370.0,0.0
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9702,49.0,,,,,,,,,49.0,0.0
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9704,8.0,,,,,,,,,0.0,8.0
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9703,6.0,,,,,,,,,0.0,6.0
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9708,4.0,,,,,,,,,0.0,4.0
97,IMK Triwulanan 2026 - LISTING,2026-03-16 13:59:06,user_assignment,9706,2.0,,,,,,,,,0.0,2.0
