kd_kab,total,COMPLETED BY Admin Kabupaten,OPEN,EDITED BY Admin Kabupaten,prov_id,name,time_stamp,type,REVOKED BY Admin Kabupaten,APPROVED BY Pengawas,REJECTED BY Pengawas,SUBMITTED BY Pencacah,APPROVED BY ADMIN KABUPATEN,COMPLETED BY ADMIN PROVINSI,APPROVED BY PENGAWAS,DRAFT,SUBMITTED RESPONDENT,APPROVED BY ADMIN PROVINSI,APPROVED BY Admin Kabupaten,EDITED BY Admin Pusat,assigned,have-not-assigned
9420,2.0,,,,94,SURVEI CAPTIVE POWER 2025 (CAWI),2026-02-20 09:26:48,user_assignment,,,,,,,,,,,,,2.0,0.0
9426,2.0,,,,94,SURVEI CAPTIVE POWER 2025 (CAWI),2026-02-20 09:26:48,user_assignment,,,,,,,,,,,,,2.0,0.0
9409,1.0,,,,94,SURVEI CAPTIVE POWER 2025 (CAWI),2026-02-20 09:26:48,user_assignment,,,,,,,,,,,,,0.0,1.0
9471,1.0,,,,94,SURVEI CAPTIVE POWER 2025 (CAWI),2026-02-20 09:26:48,user_assignment,,,,,,,,,,,,,0.0,1.0
9601,1.0,,,,96,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR KOMODITAS 2024 (SKIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9471,1.0,,,,94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR KOMODITAS 2024 (SKIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9702,4.0,,,,97,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,4.0,0.0
9501,5.0,,,,95,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,5.0,0.0
9502,3.0,,,,95,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,3.0,0.0
9471,6.0,,,,94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,6.0,0.0
9403,5.0,,,,94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,5.0,0.0
9409,4.0,,,,94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,4.0,0.0
9408,1.0,,,,94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9420,1.0,,,,94,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9601,6.0,,,,96,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,6.0,0.0
9604,3.0,,,,96,SURVEI TAHUNAN PERUSAHAAN INDUSTRI MANUFAKTUR 2024 (STPIM),2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,3.0,0.0
9702,9.0,,,,97,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,9.0,0.0
9704,4.0,,,,97,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,4.0,0.0
9707,4.0,,,,97,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,4.0,0.0
9701,2.0,,,,97,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,2.0,0.0
9703,2.0,,,,97,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,2.0,0.0
9708,2.0,,,,97,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,2.0,0.0
9706,1.0,,,,97,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9471,62.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,62.0,0.0
9403,52.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,52.0,0.0
9409,35.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,35.0,0.0
9419,16.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,16.0,0.0
9408,13.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,13.0,0.0
9426,8.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,8.0,0.0
9420,7.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,7.0,0.0
9427,4.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,4.0,0.0
9428,2.0,,,,94,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,2.0,0.0
9604,21.0,,,,96,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,21.0,0.0
9601,14.0,,,,96,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,14.0,0.0
9603,6.0,,,,96,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,6.0,0.0
9605,6.0,,,,96,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,6.0,0.0
9607,2.0,,,,96,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,2.0,0.0
9602,1.0,,,,96,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,0.0,1.0
9606,1.0,,,,96,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9608,1.0,,,,96,SURVEI CAPTIVE POWER 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9420,1.0,,,,94,SURVEI TRIWULANAN PERUSAHAAN PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9471,1.0,,,,94,SURVEI TRIWULANAN PERUSAHAAN PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI 2025,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,1.0,0.0
9702,74.0,,,,97,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,74.0,0.0
9707,30.0,,,,97,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,21.0,9.0
9704,29.0,,,,97,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,29.0,0.0
9708,25.0,,,,97,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,25.0,0.0
9706,8.0,,,,97,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,8.0,0.0
9701,7.0,,,,97,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,7.0,0.0
9705,4.0,,,,97,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,4.0,0.0
9703,3.0,,,,97,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,3.0,0.0
9471,118.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,118.0,0.0
9403,47.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,47.0,0.0
9419,24.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,24.0,0.0
9426,24.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,24.0,0.0
9408,20.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,20.0,0.0
9409,20.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,20.0,0.0
9420,18.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,18.0,0.0
9428,9.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,9.0,0.0
9427,5.0,,,,94,Pencacahan SKTH 2024,2026-02-20 09:26:49,user_assignment,,,,,,,,,,,,,5.0,0.0
9601,244.0,,,,96,Pencacahan SKTH 2024,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,100.0,144.0
9608,20.0,,,,96,Pencacahan SKTH 2024,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,20.0,0.0
9605,13.0,,,,96,Pencacahan SKTH 2024,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,13.0,0.0
9604,12.0,,,,96,Pencacahan SKTH 2024,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,12.0,0.0
9603,7.0,,,,96,Pencacahan SKTH 2024,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,7.0,0.0
9606,6.0,,,,96,Pencacahan SKTH 2024,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,6.0,0.0
9607,6.0,,,,96,Pencacahan SKTH 2024,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,6.0,0.0
9602,3.0,,,,96,Pencacahan SKTH 2024,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,3.0,0.0
9408,1.0,,,,94,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,1.0,0.0
9409,1.0,,,,94,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,1.0,0.0
9471,1.0,,,,94,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,1.0,0.0
9501,1.0,,,,95,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,1.0,0.0
9604,1.0,,,,96,SURVEI TRIWULANAN PERUSAHAAN AIR BERSIH 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,1.0,0.0
9702,4.0,,,,97,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,4.0,0.0
9501,18.0,,,,95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,18.0,0.0
9502,3.0,,,,95,PEMUTAKHIRAN DIREKTORI PERUSAHAAN AWAL - 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,3.0,0.0
9702,29.0,,,,97,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,29.0,0.0
9704,8.0,,,,97,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,8.0,0.0
9708,7.0,,,,97,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,7.0,0.0
9701,2.0,,,,97,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,2.0,0.0
9705,2.0,,,,97,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,2.0,0.0
9706,2.0,,,,97,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,2.0,0.0
9707,1.0,,,,97,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,1.0
9471,49.0,,,,94,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,49.0,0.0
9403,17.0,,,,94,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,16.0,1.0
9409,11.0,,,,94,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,10.0,1.0
9426,9.0,,,,94,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,9.0,0.0
9420,8.0,,,,94,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,8.0,0.0
9408,7.0,,,,94,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,7.0,0.0
9419,1.0,,,,94,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,1.0,0.0
9501,47.0,,,,95,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,41.0,6.0
9502,6.0,,,,95,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,6.0,0.0
9503,1.0,,,,95,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,1.0,0.0
9504,1.0,,,,95,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,1.0,0.0
9601,40.0,,,,96,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,40.0,0.0
9608,5.0,,,,96,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,5.0,0.0
9604,4.0,,,,96,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,4.0,0.0
9607,3.0,,,,96,PENCACAHAN SKTR 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,3.0,0.0
9702,341.0,,,,97,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,341.0
9704,146.0,,,,97,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,146.0
9708,117.0,,,,97,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,38.0,79.0
9707,81.0,,,,97,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,81.0
9706,28.0,,,,97,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,28.0
9701,23.0,,,,97,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,23.0
9705,6.0,,,,97,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,6.0
9703,3.0,,,,97,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,3.0,0.0
9501,505.0,,,,95,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,52.0,453.0
9502,297.0,,,,95,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,53.0,244.0
9503,252.0,,,,95,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,252.0
9504,179.0,,,,95,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,179.0,0.0
9601,1035.0,,,,96,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,100.0,935.0
9608,102.0,,,,96,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,102.0
9607,45.0,,,,96,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,45.0
9605,44.0,,,,96,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,44.0
9604,22.0,,,,96,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,22.0,0.0
9606,13.0,,,,96,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,13.0
9602,6.0,,,,96,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,6.0,0.0
9603,5.0,,,,96,PENCACAHAN UDP 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,0.0,5.0
9471,95.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,96.0,0.0
9419,50.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,50.0,0.0
9408,41.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,41.0,0.0
9409,28.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,33.0,0.0
9420,33.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,33.0,0.0
9427,29.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,29.0,0.0
9403,16.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,16.0,0.0
9426,10.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,10.0,0.0
9428,5.0,,0.0,,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,5.0,0.0
9501,203.0,,0.0,,95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,202.0,0.0
9502,58.0,,0.0,,95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,58.0,0.0
9504,40.0,,0.0,,95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,43.0,0.0
9503,37.0,,0.0,,95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,37.0,0.0
9601,124.0,,0.0,,96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,125.0,1.0
9604,77.0,,0.0,,96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,78.0,0.0
9603,27.0,,0.0,,96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,27.0,0.0
9608,21.0,,0.0,,96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,21.0,0.0
9704,31.0,,0.0,,97,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,31.0,0.0
9702,15.0,,0.0,,97,IMK Triwulanan 2025 - PENCACAHAN,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,15.0,0.0
9702,4.0,,,,97,SURVEI IBS BULANAN - PENDATAAN 2025,2026-02-20 09:26:50,user_assignment,,,,,,,,,,,,,4.0,0.0
9408,58.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,58.0,0.0
9471,57.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,57.0,0.0
9401,52.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,52.0,0.0
9409,32.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,32.0,0.0
9403,21.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,21.0,0.0
9404,21.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,21.0,0.0
9412,19.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,19.0,0.0
9402,5.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,5.0,0.0
9411,5.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,5.0,0.0
9413,5.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,5.0,0.0
9419,5.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,5.0,0.0
9427,4.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,4.0,0.0
9426,2.0,,,,94,VIMK24-S1,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,2.0,0.0
9704,871.0,,,,97,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,871.0,0.0
9702,588.0,,,,97,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,588.0,0.0
9501,2937.0,,,,95,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,2937.0,0.0
9502,1955.0,,,,95,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,1955.0,0.0
9504,415.0,,,,95,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,415.0,0.0
9503,379.0,,,,95,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,379.0,0.0
9604,2220.0,,,,96,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,2220.0,0.0
9601,1667.0,,,,96,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,1667.0,0.0
9608,610.0,,,,96,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,610.0,0.0
9603,220.0,,,,96,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,220.0,0.0
9471,2441.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,2441.0,0.0
9420,916.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,916.0,0.0
9419,796.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,796.0,0.0
9427,766.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,766.0,0.0
9403,450.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,450.0,0.0
9408,331.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,331.0,0.0
9409,195.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,195.0,0.0
9428,87.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,87.0,0.0
9426,54.0,,,,94,IMK Triwulanan 2025 - LISTING,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,54.0,0.0
9702,378.0,,,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,51.0,327.0
9704,148.0,,,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,135.0,13.0
9708,121.0,,,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,14.0,107.0
9707,94.0,,,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,92.0,2.0
9706,28.0,,,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,0.0,28.0
9701,23.0,,,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,1.0,22.0
9705,6.0,,,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,0.0,6.0
9703,5.0,,,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,5.0,0.0
9501,565.0,,,,95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,58.0,507.0
9502,318.0,,,,95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,246.0,72.0
9503,298.0,,,,95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,298.0,0.0
9504,195.0,,,,95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-20 09:26:51,user_assignment,,,,,,,,,,,,,9.0,186.0
